,obj_ID,alpha,delta,u,g,r,i,z,run_ID,rerun_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
57134,1.2376530081200865e+18,316.358574880735,10.14388773806,18.8128,17.6903,17.21429,17.01652,16.94597,1754,301,4,49,8.186639594763325e+17,STAR,-0.0004560413,727,52207,490
54928,1.237657190903841e+18,356.945451073494,-0.208016044808254,21.74844,18.99944,17.59032,16.58242,16.00531,2728,301,3,392,1.2295594334832824e+18,STAR,-3.244956e-05,1092,52639,279
45252,1.2376576091117325e+18,129.883941069177,43.2789803795443,21.87604,19.77601,18.82935,18.47124,18.28681,2825,301,6,170,7.637075930566121e+18,STAR,0.0001551369,6783,56284,352
901,1.237662341084152e+18,235.28172008625,30.6390803402987,18.77856,17.78171,17.25331,16.89709,16.71871,3927,301,4,51,1.5640286799509852e+18,GALAXY,0.09689609,1389,53135,559
6518,1.23767931748103e+18,5.28116891859321,9.10740571297484,20.36659,19.59374,19.28674,19.13779,18.83932,7880,301,1,78,5.10951529498623e+18,QSO,2.310028,4538,55860,660
52382,1.237662224073556e+18,202.565757297498,37.8625558460735,18.80411,18.07604,17.28957,16.84379,16.61125,3900,301,2,467,2.366764268767963e+18,QSO,0.1472392,2102,54115,446
4669,1.237654381976224e+18,133.544310648118,49.6116578416165,20.26596,19.70251,19.54507,19.35128,19.13244,2074,301,3,102,5.807441296722516e+18,QSO,2.149252,5158,55913,180
21452,1.2376593270984553e+18,237.926455751966,47.7484446661771,22.40641,22.4519,20.52191,19.28891,18.68233,3225,301,6,167,7.57748597611904e+18,GALAXY,0.6284992,6730,56425,653
43667,1.2376709664670351e+18,158.027859233399,18.8624230048117,23.55336,20.30157,18.64954,18.05757,17.77811,5935,301,6,277,6.626029629810694e+18,GALAXY,0.3054218,5885,56036,395
37740,1.237661361839735e+18,217.189058003941,42.7712569280421,20.50286,18.67669,17.67808,17.26952,16.89527,3699,301,4,175,1.5706719240050708e+18,GALAXY,0.1287846,1395,52825,151
60715,1.237663783134758e+18,25.4174681828423,-0.790763499924973,23.51134,22.93217,22.36921,21.36113,20.74689,4263,301,2,285,1.058235809974166e+19,GALAXY,0.8670443,9399,58125,90
24582,1.2376593260175032e+18,214.885628307906,56.7104104735789,19.78848,18.77858,18.44111,18.4004,18.39968,3225,301,4,57,2.772102536365107e+18,STAR,-0.0002668701,2462,54561,498
47279,1.2376654415173391e+18,198.947861872282,28.9560333080257,21.56279,21.08879,20.06252,19.33582,18.87603,4649,301,3,107,7.302652872646483e+18,GALAXY,0.5976936,6486,56328,240
39282,1.2376634792607757e+18,337.836319626261,0.0175258929452157,22.80012,22.73634,22.22291,22.18361,20.77522,4192,301,4,208,1.040353187198431e+19,GALAXY,0.7432612,9240,57687,788
47590,1.2376664084603213e+18,40.8388528089968,0.399847005302153,23.17728,22.4649,22.39877,22.27477,21.80754,4874,301,4,694,7.636054763973663e+18,QSO,2.596125,6782,56572,733
45999,1.2376788552377964e+18,330.987313865725,8.65553092131981,22.98928,22.14537,20.80194,19.88833,19.43089,7772,301,4,118,5.705145755813304e+18,GALAXY,0.5956565,5067,55751,767
28325,1.23765460263515e+18,145.439551962027,4.87759992727426,23.98364,22.09144,20.85317,19.81316,19.29504,2125,301,6,178,5.401209404321454e+18,GALAXY,0.6224055,4797,55662,973
5971,1.2376786179579587e+18,7.49070173166285,1.79862672713234,22.81636,21.72244,20.00146,19.07196,18.36419,7717,301,2,379,4.84373336734121e+18,GALAXY,0.5997316,4302,55531,407
2094,1.2376672105212155e+18,163.794817425338,27.6154272795141,22.59793,20.8447,20.62366,20.52943,20.41291,5061,301,2,324,7.257655359866951e+18,QSO,2.95945,6446,56363,380
73258,1.237664817676157e+18,181.041446398825,36.4336394986933,19.40796,18.69324,17.93033,17.71673,17.25985,4504,301,1,150,2.367909399256656e+18,QSO,0.3273641,2103,53467,516
52617,1.23766096293449e+18,126.499335115605,28.4925661394336,23.22259,23.00009,21.94915,21.33367,20.54702,3606,301,5,20,1.0822312763172608e+19,GALAXY,0.8569815,9612,57801,592
69159,1.2376655478198766e+18,224.059498126892,20.8455821481836,19.86673,17.75317,16.90713,16.57465,16.41775,4674,301,1,139,3.8359504118613033e+18,STAR,-3.988534e-05,3407,54971,34
62479,1.237654898464326e+18,167.264709279525,-1.93812624603567,23.32878,21.63598,19.85841,18.92482,18.50175,2194,301,5,381,4.2650570943263114e+18,GALAXY,0.5060025,3788,55246,539
10838,1.2376582989868572e+18,134.943952846617,4.49313862360603,23.57324,22.10709,20.68219,19.75459,19.30795,2986,301,3,109,4.294445945473751e+18,GALAXY,0.5197852,3814,55535,959
78697,1.237666465340785e+18,123.279626461452,66.8309340761576,20.30366,19.27174,18.9485,18.83575,18.82479,4887,301,6,269,3.699822350104109e+18,STAR,-0.0002677149,3286,54910,419
51945,1.237667736114365e+18,172.349165294889,22.6660172129875,26.02341,21.25898,19.3966,18.43532,17.93231,5183,301,5,271,2.814873807137827e+18,GALAXY,0.4935103,2500,54178,451
62868,1.237678920217592e+18,30.1970113745596,11.7771713236893,24.23054,23.16951,21.27008,19.74773,18.92221,7787,301,5,399,1.2472739100762591e+19,STAR,-4.634491e-05,11078,58437,72
76829,1.2376515392501844e+18,191.143516676776,67.6598334812275,19.13871,17.89255,17.15458,16.75392,16.50815,1412,301,4,185,5.5741449548440576e+17,GALAXY,0.1548379,495,51988,342
60761,1.2376727649792827e+18,348.694617498028,20.5328638898246,24.42028,23.62381,21.80289,20.71801,20.0093,6354,301,4,196,8.568153658637965e+18,GALAXY,0.5150855,7610,56980,201
62989,1.2376764414622444e+18,9.12922846161229,36.1129219679313,25.02354,23.50285,21.98039,20.94209,19.96047,7210,301,4,58,8.68427145110332e+18,GALAXY,0.7299793,7713,58096,747
22504,1.237660961863631e+18,133.225751499187,31.7328066414188,20.84677,20.77483,20.70634,20.47278,20.38681,3606,301,3,64,1.2009011275705375e+19,QSO,1.849193,10666,58440,592
83939,1.2376622004260052e+18,216.222195829847,11.5862438003554,23.43717,21.8469,20.39264,19.59225,19.02328,3894,301,6,82,6.147642565321841e+18,GALAXY,0.5067165,5460,56000,833
90571,1.2376613559314675e+18,177.417753397783,46.0165180851037,19.97869,19.6779,19.58454,19.4458,19.34902,3698,301,1,134,8.336281771202336e+18,QSO,2.048476,7404,56776,432
13751,1.2376793244666432e+18,22.7473579543193,-3.86216452769602,24.12231,22.73806,23.04108,21.63154,21.60221,7881,301,6,174,1.0510456629442664e+19,GALAXY,0.9190704,9335,57713,658
18499,1.2376557445618076e+18,238.85648175553,5.02904368637061,19.32605,18.99478,19.09691,18.8344,18.58472,2391,301,5,212,3.3226752879126385e+18,QSO,0.4705253,2951,54592,526
1154,1.237679998237017e+18,347.240090855128,-1.75998331218609,24.92178,22.97611,21.33848,20.19968,19.47267,8038,301,5,134,1.0305396341657063e+19,GALAXY,0.6061899,9153,58022,125
15528,1.237661386536518e+18,230.068161176245,47.3652285005766,20.27678,18.92031,18.38563,18.18413,18.10239,3705,301,2,186,7.581843065167699e+18,STAR,-0.0006389224,6734,56386,120
60711,1.2376570700920916e+18,42.7542921895541,-0.450894949257437,24.2347,22.21336,20.12775,19.02503,18.48876,2700,301,2,151,1.7024434601764065e+18,GALAXY,0.5940301,1512,53742,301
25534,1.2376625300649413e+18,211.412283493207,13.6692816454821,17.00335,15.76608,15.23369,14.94375,14.69119,3971,301,4,85,1.9186640615836488e+18,GALAXY,0.02171637,1704,53178,475
8596,1.237655743487083e+18,236.574561001297,4.46322554348125,22.28896,21.18365,20.77366,20.89925,20.70892,2391,301,3,197,5.409045898855733e+18,QSO,2.739961,4804,55679,810
77169,1.2376619717214863e+18,182.88990955099,7.64067954065637,19.77575,18.82358,18.61697,18.36682,18.32241,3841,301,4,120,6.072062410000456e+18,STAR,1.957792e-05,5393,55946,306
93661,1.2376648778023572e+18,142.519890329713,28.4713926752451,22.40706,21.73642,21.77295,21.70754,21.53935,4518,301,1,99,6.533631899252054e+18,QSO,2.419642,5803,56272,126
42193,1.2376609355538765e+18,131.934699692717,54.7893638184285,25.48834,22.309,20.29373,19.4392,18.94384,3600,301,2,17,5.803085305709091e+18,GALAXY,0.4683439,5154,55864,717
2497,1.2376549548174216e+18,255.712191005952,40.5074575169418,20.55708,19.63687,19.38092,19.3099,19.29144,2207,301,6,101,2.4681301718409155e+18,STAR,-0.0003548152,2192,54232,573
96778,1.2376607648300419e+18,114.936147136913,18.8284799831842,25.27784,25.66732,22.1521,20.99307,19.72302,3560,301,4,34,1.2478548096878664e+19,GALAXY,0.8305926,11083,58515,725
89443,1.2376619701216873e+18,207.677772262911,5.77968532596413,18.55584,17.11491,16.38624,15.99152,15.74858,3841,301,1,285,2.0323051970777843e+18,GALAXY,0.08183435,1805,53875,203
73962,1.2376622637774282e+18,209.214472069387,9.14893987612458,22.4506,22.58412,20.61341,19.50919,19.06364,3909,301,4,92,6.132954188781738e+18,GALAXY,0.5450953,5447,55958,645
61410,1.2376709621664975e+18,44.3002856436536,37.7251525692609,19.06209,17.80704,17.31321,17.13017,17.06402,5934,301,6,192,2.748418222947592e+18,STAR,7.313854e-05,2441,54065,351
21874,1.237667211048387e+18,140.10415384428,21.8346886138125,23.83949,21.7841,20.28571,19.17885,18.78471,5061,301,3,176,6.497792488732121e+18,GALAXY,0.5816856,5771,56011,815
67130,1.2376582045209068e+18,216.392889354532,45.3232918896312,18.48895,17.35014,17.11864,17.01388,17.00072,2964,301,3,465,9.564591302395582e+18,STAR,-0.0004930189,8495,57481,260
47284,1.237678619014595e+18,328.288742392273,2.16286207701553,22.95814,20.91097,20.3909,19.96718,19.67613,7717,301,4,118,5.794144076598368e+18,QSO,2.880321,5146,55831,957
16794,1.2376795032429527e+18,354.724951302654,19.4156121326548,20.14065,19.80507,19.55224,19.54928,19.41207,7923,301,3,148,8.559300115697e+18,QSO,0.8917175,7602,56954,760
84448,1.237667227684242e+18,29.079485161309,6.19106394312003,26.01719,21.82623,20.28137,19.36527,19.10709,5065,301,2,67,4.956359641623976e+18,GALAXY,0.4820426,4402,55514,539
71908,1.2376802768702019e+18,359.218904758813,27.5499103703248,21.13247,20.89592,20.72,20.3868,20.84637,8103,301,4,91,8.666323839167519e+18,QSO,1.610523,7697,57574,990
23130,1.237662337334772e+18,252.096979304389,23.7994599028401,19.51755,18.51433,18.14776,18.02381,17.94255,3926,301,5,184,2.4669223648441405e+18,STAR,0.0001241243,2191,54621,275
4037,1.2376613537808387e+18,184.11406991602,57.9816852350433,20.9914,20.84859,20.76305,20.62254,20.51745,3697,301,5,86,9.2730217214428e+18,QSO,1.742599,8236,58197,400
36427,1.2376609360913375e+18,132.975708051343,56.0013916311059,22.42776,23.83689,21.80703,20.75805,19.74108,3600,301,3,26,8.195556657302101e+18,GALAXY,0.886409,7279,57071,477
1197,1.2376675380126024e+18,162.608593834553,23.3836144954762,20.66967,19.65585,19.64,19.59722,19.75061,5137,301,4,326,3.6604425160518287e+18,STAR,7.657002e-05,3251,54882,516
49055,1.2376675492748334e+18,173.467918691252,23.5488625350163,22.70681,21.50619,19.94762,19.03329,18.57904,5140,301,1,142,7.229657119406184e+18,GALAXY,0.4860002,6421,56274,923
77075,1.2376788595354506e+18,336.814142696327,11.401719867969,20.8317,20.56054,18.9972,18.20357,17.87252,7773,301,4,159,5.683623098412456e+18,GALAXY,0.3797497,5048,56218,292
87238,1.237663783141704e+18,41.3018482293887,-0.805698079680252,21.2097,21.08998,20.92642,20.66982,20.7397,4263,301,2,391,7.635902481613215e+18,QSO,1.583117,6782,56572,179
40468,1.237670960013771e+18,39.2031679340231,26.380994195901,20.52312,19.50087,19.20288,19.10979,19.07845,5934,301,2,112,2.701205463478856e+18,STAR,-0.000434014,2399,53764,624
96366,1.2376613559292396e+18,170.079594277384,45.3230143398344,24.63467,22.33629,19.8955,19.77567,21.1817,3698,301,1,100,1.53699498633412e+18,GALAXY,0.6844323,1365,53062,515
90703,1.2376611379549315e+18,140.878007680892,33.159818844992,22.7315,22.72967,20.68071,19.51932,18.93153,3647,301,3,28,6.541549758804417e+18,GALAXY,0.5714002,5810,56358,259
8813,1.2376515338749215e+18,136.543577960969,57.0300754172017,20.53232,20.33654,20.14421,19.96589,20.20926,1411,301,2,85,8.194387601060551e+18,QSO,1.425439,7278,57041,320
4082,1.237652944768271e+18,318.546979761637,11.6952681026108,23.60998,20.40504,19.2067,18.65973,18.35316,1739,301,6,33,2.1291691371407872e+18,STAR,-2.695184e-05,1891,53238,336
23147,1.2376786195484508e+18,321.383014075671,2.4147749401193,22.62076,22.56714,21.69687,20.36242,19.65986,7717,301,5,72,1.2743013627097e+19,GALAXY,0.9428521,11318,58419,285
81991,1.2376794763924608e+18,350.069257427653,20.8214060324948,21.87168,21.81039,21.40078,21.27724,21.94889,7917,301,1,42,8.563688816745142e+18,QSO,1.818092,7606,56977,342
74487,1.237678621694297e+18,8.77564738473859,3.95553629394004,25.45714,22.2693,21.64038,20.60458,19.71325,7718,301,1,47,9.850607540412637e+18,GALAXY,0.6780311,8749,57684,397
90320,1.2376792551996134e+18,14.4008689615491,-4.17282705613814,22.93064,22.28835,22.18694,21.34157,20.95292,7865,301,5,11,1.0513654014809496e+19,GALAXY,0.868854,9338,58044,2
19436,1.2376623072595807e+18,204.768147125794,41.3271483488075,17.87573,16.80834,16.33222,16.0144,15.83843,3919,301,5,25,1.6484796934410995e+18,GALAXY,0.07676022,1464,53091,590
49875,1.2376696822619832e+18,0.839797489484681,8.62135365050319,20.67235,17.83592,16.62645,16.07333,15.6083,5636,301,6,127,5.106197518649416e+18,GALAXY,0.1335236,4535,55860,878
69621,1.237671262273733e+18,136.174469681493,12.4786386549092,24.22554,21.98655,20.20454,19.25172,18.88872,6004,301,5,137,5.965132430851725e+18,GALAXY,0.5154256,5298,55979,417
97907,1.2376613816947187e+18,136.705324379327,30.0928690863684,25.69827,22.83429,21.08278,19.94968,19.4831,3704,301,1,34,6.509048744490849e+18,GALAXY,0.5719975,5781,56337,805
48041,1.2376685032972623e+18,255.122423993841,46.044421045398,22.53178,21.44783,20.43859,19.60264,19.17823,5362,301,2,185,7.114575088603912e+18,GALAXY,0.5287537,6319,56452,49
22015,1.2376613543155466e+18,174.912709917445,57.9573468368029,18.07244,17.12265,16.85058,16.75236,16.75312,3697,301,6,53,9.205611195415155e+18,STAR,0.0002531981,8176,57131,922
46052,1.2376576091035407e+18,114.468841788661,29.2560631132055,21.72429,21.5859,21.8045,21.17617,21.08314,2825,301,6,45,1.158012147053444e+19,QSO,1.876223,10285,58083,876
18783,1.2376593270926876e+18,220.758794836207,55.8322612262945,24.09391,23.03005,21.69259,20.62284,19.63327,3225,301,6,79,9.45667066878993e+18,GALAXY,0.8908404,8399,57843,863
37351,1.2376655827215982e+18,257.888903340248,41.1460783431121,21.86728,21.34853,20.67519,20.6087,20.47181,4682,301,2,217,9.619963271147969e+18,QSO,1.346694,8544,58281,998
90771,1.2376717680044275e+18,251.978348780821,63.2567813692991,20.36219,18.50761,17.61817,17.15143,16.91251,6122,301,3,111,3.9302375838793114e+17,GALAXY,0.1028246,349,51699,308
52482,1.2376626632181683e+18,242.510461586438,24.7015724770733,23.45128,22.1535,22.00782,22.06428,22.52568,4002,301,4,226,4.42956025314806e+18,GALAXY,0.6103747,3934,55336,982
68153,1.2376683481386191e+18,221.001129348216,13.1614092953516,24.07784,22.62773,21.07594,19.76744,19.48406,5326,301,1,140,6.162219341280729e+18,GALAXY,0.6762506,5473,56033,615
7069,1.2376591316748864e+18,225.672503006618,46.5797548629421,21.57769,21.52553,21.35102,20.85759,20.91241,3180,301,2,128,9.590579920930888e+18,QSO,1.858865,8518,58193,598
25876,1.237655108906844e+18,151.078001870204,55.7368069609834,20.45336,18.63263,17.76244,17.34272,17.07385,2243,301,5,215,1.0641219663838842e+18,GALAXY,0.08936656,945,52652,533
67751,1.2376682724347087e+18,200.923141581251,19.6289936145176,25.79275,22.29562,21.81116,21.63211,21.16848,5308,301,4,62,6.603472324653241e+18,QSO,1.406321,5865,56067,252
15107,1.2376546015572792e+18,136.067940309127,3.39139368639968,24.40638,21.20995,19.18447,18.46444,18.00649,2125,301,4,115,6.373905015819735e+17,GALAXY,0.3555059,566,52238,477
25701,1.2376548710653627e+18,136.708546736624,-2.27993142501932,22.39944,21.57996,21.58976,21.78189,21.74413,2188,301,2,98,4.256006189383703e+18,QSO,2.378698,3780,55240,380
66586,1.2376623373371978e+18,256.349628809127,19.91654533278,22.03408,21.76376,20.87423,19.91367,19.50797,3926,301,5,221,4.700633030997596e+18,GALAXY,0.6782064,4175,55680,3
16195,1.2376672115937774e+18,160.604356454712,27.8316492864642,22.23684,21.8945,21.58048,21.43192,21.555,5061,301,4,306,1.2783578734583372e+19,QSO,1.238444,11354,58441,404
41159,1.2376697611860708e+18,334.873204306881,5.3167196318171,21.73042,19.60622,18.11627,17.58342,17.17322,5655,301,1,189,4.862970697256032e+18,GALAXY,0.2280182,4319,55507,760
38633,1.2376510678932524e+18,202.755520745992,65.2197320612535,17.99156,16.89412,16.48906,16.21793,16.07281,1302,301,6,425,6.790721597037875e+17,GALAXY,0.03349917,603,52056,562
80519,1.2376794763947543e+18,355.637963006011,21.2421917544142,19.80148,19.41558,19.22915,19.16463,18.90286,7917,301,1,77,8.558221494874035e+18,QSO,2.535236,7601,56959,932
69293,1.2376625295266286e+18,207.900688744697,13.5314295090658,23.83711,22.13163,20.8371,19.81563,19.60948,3971,301,3,63,6.12850391634073e+18,GALAXY,0.6374331,5443,56010,839
73170,1.2376789057169e+18,18.7578626968653,8.89666331506228,22.11147,21.25679,19.42784,18.67465,18.36722,7784,301,2,320,5.127575878570891e+18,GALAXY,0.3696491,4554,56193,828
94538,1.237680327334757e+18,329.932276862121,26.7680274538438,20.89892,19.31943,18.90234,18.59715,18.52999,8115,301,2,71,6.709443257804544e+18,STAR,-0.0003174196,5959,56214,748
45974,1.2376802677429379e+18,337.487666032621,17.6207325138253,26.6825,22.73867,20.9886,19.79411,19.24226,8101,301,3,84,5.66460567026954e+18,GALAXY,0.6089996,5031,56209,739
3324,1.2376487051227302e+18,203.402831364233,0.540221506498184,20.11077,19.21976,19.02353,18.9511,19.06167,752,301,5,400,4.5555774843437937e+18,QSO,2.878341,4046,55605,678
15989,1.2376654415243512e+18,216.582922320727,25.7757162803463,20.68751,17.68265,17.1439,17.13243,17.80476,4649,301,3,214,2.403891747949144e+18,QSO,1.480877,2135,53827,347
25640,1.2376517550772063e+18,164.252539081463,3.31497163444125,21.28246,20.7321,20.53569,20.535,20.4365,1462,301,6,260,5.32796406261274e+18,QSO,2.463468,4732,55648,748
27353,1.237659326031201e+18,250.35345897434,36.2189682534301,19.0545,17.85345,17.45617,17.29833,17.29885,3225,301,4,266,2.5389488799619226e+18,STAR,0.0001123856,2255,53565,162
3155,1.2376619513478515e+18,230.534031750947,9.89740724324271,19.69017,18.82046,18.46835,18.32299,18.30539,3836,301,6,539,6.180077883295554e+18,STAR,-0.0003366531,5489,55990,48
7602,1.2376529474580646e+18,14.3243747596127,-9.8779311050269,19.83846,17.97891,17.15773,16.71896,16.40928,1740,301,3,116,7.40962846107527e+17,GALAXY,0.05629344,658,52146,439
7637,1.2376623019016195e+18,225.422842874142,44.7719978904056,22.94837,20.53364,18.9358,17.47744,16.70009,3918,301,3,189,1.8870311115324396e+18,STAR,-0.0001076735,1676,53147,83
81394,1.2376633074546772e+18,0.498326994201193,29.7279286729625,19.02124,17.98779,17.60623,17.44224,17.3596,4152,301,4,95,8.724665583776586e+18,STAR,-0.0009083941,7749,58073,244
4777,1.2376786179723763e+18,40.4135937532449,1.32336121030976,23.10352,22.3208,21.91491,21.36147,20.69114,7717,301,2,599,1.0562320873842563e+19,GALAXY,0.9008638,9381,58073,923
81776,1.237657589783e+18,171.274879234246,53.7534356550342,26.43605,23.44453,21.9974,20.73685,19.7823,2821,301,2,149,9.192077031843846e+18,GALAXY,0.7115064,8164,57127,837
32234,1.2376546058558505e+18,144.576649762881,4.09414013106637,17.66456,15.78812,14.74463,14.19996,13.76397,2126,301,4,170,6.407987131863798e+17,GALAXY,0.02299061,569,52264,588
41146,1.2376623378635822e+18,235.861055287667,35.7096944382231,24.26135,21.09734,19.33676,18.66924,18.3264,3926,301,6,61,5.600248228169931e+18,GALAXY,0.3240103,4974,56038,80
2428,1.2376802468064796e+18,340.844289289063,18.6989510371267,27.22261,21.17138,19.57584,18.77934,18.56208,8096,301,4,107,5.658858517052021e+18,GALAXY,0.4668843,5026,55855,311
80982,1.237669517435798e+18,346.083375015057,6.81520895052218,21.56409,20.48972,20.20498,20.11444,20.05982,5598,301,3,23,2.617723399207676e+18,STAR,-0.0003186828,2325,54082,22
35440,1.2376609575670907e+18,116.392349116106,19.8543609766129,18.91232,18.77894,18.63102,18.6599,18.70862,3605,301,3,40,1.4220435136121672e+18,QSO,1.134658,1263,52708,116
24748,1.2376802972711e+18,335.614874684034,19.1925408806022,19.91274,19.69243,19.42576,19.24693,18.95914,8108,301,2,88,8.531085272770958e+18,QSO,2.058218,7577,56944,515
64587,1.237662301895e+18,204.670788125492,50.6722081166817,23.72028,21.79262,20.50291,22.29764,19.44959,3918,301,3,88,9.245010550228015e+18,STAR,0.0002983915,8211,57423,896
31871,1.237664853653e+18,236.886132801623,25.7463724154401,24.00161,21.2249,19.42473,18.74697,18.36518,4512,301,4,249,4.444193103579208e+18,GALAXY,0.388266,3947,55332,968
6414,1.2376802430700099e+18,20.6820332799238,-6.72689019579007,23.61983,22.51804,20.84101,19.81157,19.4331,8095,301,5,437,8.061621839468976e+18,GALAXY,0.5683901,7160,56599,649
43480,1.2376709648507863e+18,145.073725828149,15.365388123943,23.90493,23.08635,22.12836,21.44567,21.56941,5935,301,3,191,1.0793074824609815e+19,GALAXY,0.7429497,9586,57787,721
88991,1.237661387611767e+18,234.536582547271,45.8138606988766,21.33453,21.29353,21.06324,20.89404,20.58043,3705,301,4,209,9.582737924224735e+18,QSO,1.279171,8511,57901,741
28257,1.2376553692820936e+18,157.653939999719,59.0114545513916,23.29634,21.69187,19.96172,19.16069,18.61375,2304,301,2,106,7.981577943762884e+18,GALAXY,0.5054116,7089,56661,267
62241,1.2376571909077734e+18,5.80986821665624,-0.0782516737863664,23.96439,22.59558,21.69461,21.43943,21.38774,2728,301,3,452,8.854086330348755e+18,QSO,3.518984,7864,56979,34
97924,1.2376788450364628e+18,328.226667801815,6.79454028633863,23.17216,21.78084,21.71546,22.03377,21.28527,7770,301,1,106,4.612914815048112e+18,STAR,-0.0007891623,4097,55506,374
70499,1.2376602403131884e+18,48.8709508476682,-0.365995614122985,19.60379,18.61589,18.27359,18.15609,18.11471,3438,301,3,126,3.5837900620993413e+18,STAR,-3.761445e-05,3183,54833,184
53251,1.2376613618379656e+18,211.883959513524,44.2477592065897,22.349,21.41643,20.76845,19.90456,19.53328,3699,301,4,148,6.817430965813795e+18,GALAXY,0.7622311,6055,56102,389
73938,1.2376543986211223e+18,194.614974354291,63.9588261197953,19.92302,19.39168,19.42962,19.42899,19.08279,2078,301,2,131,7.839697514127448e+18,QSO,0.8050085,6963,56724,205
52056,1.237652934037537e+18,327.349144118319,-8.67516322633862,19.59979,18.22955,17.40499,16.80031,16.48452,1737,301,2,135,7.251496703298374e+17,GALAXY,0.1025543,644,52173,255
95326,1.2376672099836237e+18,161.954165539115,26.8812872264995,22.66462,22.6146,21.91006,20.8746,20.59873,5061,301,1,313,1.1787259291563743e+19,GALAXY,0.8907203,10469,58133,775
92221,1.2376591327456796e+18,217.446424093965,50.6047894131627,22.94168,22.40014,20.66026,19.72028,19.33155,3180,301,4,83,7.570765211143264e+18,GALAXY,0.507499,6724,56416,779
36183,1.237663479256318e+18,327.726385004578,0.133447142582832,22.87801,22.78774,21.35622,20.18782,19.89666,4192,301,4,140,4.724548505024353e+18,GALAXY,0.5860912,4196,55478,991
39023,1.2376648531156672e+18,235.632731175401,25.7607429635009,22.74228,22.31581,20.94478,19.87786,19.49165,4512,301,3,242,4.444135654096656e+18,GALAXY,0.5998912,3947,55332,759
94646,1.2376709605574574e+18,48.0342365820603,40.1150641821729,15.94321,15.35256,15.34452,15.40541,15.52387,5934,301,3,216,2.698857456380963e+18,STAR,-0.0004197137,2397,53763,274
67984,1.2376593249581143e+18,250.73073503603,34.5486230294254,21.07696,20.86969,20.82227,20.65019,20.83882,3225,301,2,276,1.2284727007422732e+19,QSO,1.928201,10911,58256,120
13239,1.2376663021678758e+18,54.1082557126867,1.17112814245482,25.16088,22.10411,20.53904,18.83747,17.9225,4849,301,6,816,4.674037977238999e+17,STAR,-8.684833e-05,415,51810,565
23900,1.2376792546732936e+18,38.5450017399789,-3.75631483770567,21.15472,20.58152,20.3957,20.38291,20.23692,7865,301,4,172,4.938407091079764e+18,QSO,2.653121,4386,55540,764
58983,1.2376648536531274e+18,237.18507988544,25.5812211180127,20.53797,18.60317,17.65989,17.21267,16.84696,4512,301,4,251,2.0830157713692687e+18,GALAXY,0.06743493,1850,53786,367
37720,1.2376529431667018e+18,339.732873836734,13.5945758156441,20.07825,18.7582,18.20122,17.97353,17.92735,1739,301,3,171,2.1313934491805553e+18,STAR,-0.0003989987,1893,53239,236
74957,1.2376682966039265e+18,210.013329866414,17.0437156389087,18.24216,16.26639,15.3794,14.96292,14.65548,5314,301,1,215,3.104185558528715e+18,GALAXY,0.05959716,2757,54509,289
99990,1.2376650968531604e+18,143.41477371263,26.731107807012,23.79655,22.41332,20.36012,19.33964,18.74413,4569,301,1,213,6.525783860164449e+18,GALAXY,0.5557886,5796,56274,247
26040,1.2376674859186913e+18,136.926646393758,17.3035145511276,18.22647,16.98105,16.31305,15.9043,15.63356,5125,301,3,60,2.7417312641291653e+18,GALAXY,0.110428,2435,53828,600
3152,1.2376737061135985e+18,110.732872407308,40.9155657773811,22.87512,22.06963,21.2415,19.94548,19.21541,6573,301,5,190,4.1163745348647875e+18,STAR,0.0001910452,3656,55241,307
44461,1.2376503693992924e+18,159.663680538463,-3.1432863188008,25.78456,22.10104,20.37727,19.53191,19.09536,1140,301,1,45,4.245857977037511e+18,GALAXY,0.4883762,3771,55544,325
28072,1.23765820451029e+18,180.676768312373,49.7716478395645,21.06051,20.84289,20.65519,20.71183,20.55219,2964,301,3,303,8.357712908118153e+18,QSO,0.9231709,7423,57135,574
78140,1.2376609634747028e+18,133.492621875643,33.1856074999497,22.86703,21.86319,20.75571,19.8334,19.26344,3606,301,6,71,5.838935440024164e+18,GALAXY,0.5819643,5186,56337,67
62300,1.237668292836262e+18,169.489845062988,18.6271917576927,23.2186,22.86076,21.16766,20.02189,19.49757,5313,301,2,69,6.630673966959974e+18,GALAXY,0.5478799,5889,56038,907
51341,1.2376794597526085e+18,20.9254969324404,18.8323288392694,23.11609,22.70093,21.63229,21.17321,21.47252,7913,301,2,90,8.157266707322525e+18,GALAXY,0.5586334,7245,56636,443
10073,1.2376677350313167e+18,150.055474511556,18.6709606019533,22.90975,22.32309,20.85191,19.95165,19.49093,5183,301,3,129,6.509953641469991e+18,GALAXY,0.5404208,5782,56272,1
1346,1.2376802468138196e+18,358.633428354671,20.2531144852032,25.96702,21.65413,20.06016,19.23205,18.8665,8096,301,4,219,6.879351615369009e+18,GALAXY,0.4936314,6110,56279,375
10185,1.2376637852781775e+18,16.0337895917793,0.840208437224698,23.54203,21.36676,19.85701,18.54004,17.88524,4263,301,6,223,1.6866995392867471e+18,STAR,-8.088756e-05,1498,52914,369
39255,1.2376517540262707e+18,216.501320879457,2.28378919336951,19.10865,17.73293,17.05034,16.69503,16.40265,1462,301,4,608,6.024554397449851e+17,GALAXY,0.1313061,535,51999,360
